model,displ,cyl,trans,drive,fuel,veh_class,air_pollution_score,city_mpg,hwy_mpg,cmb_mpg,greenhouse_gas_score,smartway
MERCEDES-BENZ Metris,2.0,4.0,Auto-7,2WD,Gasoline,special purpose,5,21,24,22,4,No
MERCEDES-BENZ S450,3.0,6.0,Auto-9,2WD,Gasoline,large car,3,19,28,22,4,No
MERCEDES-BENZ S450 4Matic,3.0,6.0,Auto-9,4WD,Gasoline,large car,3,18,28,22,4,No
MERCEDES-BENZ S560,4.0,8.0,Auto-9,2WD,Gasoline,large car,5,17,27,21,4,No
MERCEDES-BENZ S560,4.0,8.0,Auto-9,2WD,Gasoline,small car,5,17,26,20,4,No
MERCEDES-BENZ S560 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,large car,5,17,27,21,4,No
MERCEDES-BENZ S560 4Matic,4.0,8.0,Auto-9,4WD,Gasoline,small car,5,17,26,20,4,No
MERCEDES-BENZ S560 4Matic Maybach,4.0,8.0,Auto-9,4WD,Gasoline,large car,5,16,25,19,3,No
MERCEDES-BENZ SL450,3.0,6.0,Auto-9,2WD,Gasoline,small car,3,20,28,22,4,No
MERCEDES-BENZ SL550,4.7,8.0,Auto-9,2WD,Gasoline,small car,3,17,25,20,4,No
MERCEDES-BENZ SLC300,2.0,4.0,Auto-9,2WD,Gasoline,small car,3,23,32,27,6,No
MINI Cooper Convertible,1.5,3.0,AMS-7,2WD,Gasoline,small car,7,28,36,31,7,Yes
MINI Cooper Countryman,1.5,3.0,AMS-7,2WD,Gasoline,midsize car,7,26,33,29,6,No
MINI Cooper Countryman All4,1.5,3.0,SemiAuto-8,4WD,Gasoline,midsize car,7,24,33,27,6,No
MINI Cooper Hardtop,1.5,3.0,AMS-7,2WD,Gasoline,small car,7,28,36,31,7,Yes
MINI Cooper S Clubman,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,7,26,34,29,6,No
MINI Cooper S Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,23,32,26,5,No
MINI Cooper S Convertible,2.0,4.0,AMS-7,2WD,Gasoline,small car,7,26,34,29,6,No
MINI Cooper S Countryman,2.0,4.0,AMS-7,2WD,Gasoline,midsize car,7,24,33,28,6,No
MINI Cooper S Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,7,23,31,26,5,No
MINI Cooper S Hardtop,2.0,4.0,AMS-7,2WD,Gasoline,small car,7,26,35,30,7,Yes
MINI JCW Countryman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,23,30,26,5,No
MINI John Cooper Works Clubman All4,2.0,4.0,SemiAuto-8,4WD,Gasoline,midsize car,3,23,31,26,5,No
MINI John Cooper Works Convertible,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,25,33,28,6,No
MINI John Cooper Works Hardtop,2.0,4.0,SemiAuto-8,2WD,Gasoline,small car,7,26,34,29,6,No
MITSUBISHI Eclipse Cross,1.5,4.0,SCV-8,2WD,Gasoline,small SUV,5,25,28,26,5,No
MITSUBISHI Eclipse Cross,1.5,4.0,SCV-8,4WD,Gasoline,small SUV,5,25,26,25,5,No
MITSUBISHI Eclipse Cross ES,1.5,4.0,SCV-8,2WD,Gasoline,small SUV,5,26,29,27,6,No
MITSUBISHI Eclipse Cross ES,1.5,4.0,SCV-8,4WD,Gasoline,small SUV,5,25,28,26,5,No
MITSUBISHI Mirage,1.2,3.0,CVT,2WD,Gasoline,small car,5,36,43,39,9,Yes
MITSUBISHI Mirage,1.2,3.0,Man-5,2WD,Gasoline,small car,5,33,41,36,8,Yes
MITSUBISHI Mirage G4,1.2,3.0,CVT,2WD,Gasoline,small car,5,35,41,37,8,Yes
MITSUBISHI Mirage G4,1.2,3.0,Man-5,2WD,Gasoline,small car,5,33,40,35,8,Yes
MITSUBISHI Outlander,2.4,4.0,SCV-6,2WD,Gasoline,small SUV,5,25,30,27,6,No
MITSUBISHI Outlander,2.4,4.0,SCV-6,4WD,Gasoline,small SUV,5,24,29,26,5,No
MITSUBISHI Outlander,3.0,6.0,SemiAuto-6,4WD,Gasoline,small SUV,5,20,27,22,4,No
MITSUBISHI Outlander Sport,2.0,4.0,SCV-6,2WD,Gasoline,small SUV,5,24,30,27,6,No
MITSUBISHI Outlander Sport,2.0,4.0,SCV-6,4WD,Gasoline,small SUV,5,23,29,26,5,No
MITSUBISHI Outlander Sport,2.4,4.0,SCV-6,2WD,Gasoline,small SUV,5,23,29,25,5,No
MITSUBISHI Outlander Sport,2.4,4.0,SCV-6,4WD,Gasoline,small SUV,5,23,28,25,5,No
McLAREN 570S Coupe,3.8,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No
McLAREN 570S Spider,3.8,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No
McLAREN 600LT Spider,3.8,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No
McLAREN 620R Coupe,3.8,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No
McLAREN 720S Coupe,4.0,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No
McLAREN 720S Spider,4.0,8.0,AMS-7,2WD,Gasoline,small car,3,15,22,18,3,No
McLAREN GT,4.0,8.0,AMS-7,2WD,Gasoline,small car,6,15,22,18,3,No
McLAREN Speedtail,4.0,8.0,AMS-7,2WD,Gasoline,small car,3,12,20,15,2,No
NISSAN 370Z,3.7,6.0,Man-6,2WD,Gasoline,small car,3,17,26,20,4,No
NISSAN 370Z,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,3,19,26,22,4,No
NISSAN 370Z Roadster,3.7,6.0,SemiAuto-7,2WD,Gasoline,small car,3,18,25,21,4,No
NISSAN Altima,2.5,4.0,CVT,2WD,Gasoline,midsize car,7,28,39,32,7,Yes
NISSAN Altima,2.5,4.0,CVT,4WD,Gasoline,midsize car,7,26,36,30,7,Yes
NISSAN Altima SR/Platinum,2.0,4.0,CVT,2WD,Gasoline,midsize car,5,25,34,29,6,No
NISSAN Altima SR/Platinum,2.5,4.0,CVT,2WD,Gasoline,midsize car,7,27,37,31,7,Yes
NISSAN Altima SR/Platinum,2.5,4.0,CVT,4WD,Gasoline,midsize car,7,25,35,29,6,No
NISSAN Armada,5.6,8.0,SemiAuto-7,2WD,Gasoline,standard SUV,3,14,19,16,2,No
NISSAN Armada,5.6,8.0,SemiAuto-7,4WD,Gasoline,standard SUV,3,13,18,15,2,No
NISSAN Frontier,3.8,6.0,SemiAuto-9,2WD,Gasoline,pickup,5,18,24,20,4,No
NISSAN Frontier,3.8,6.0,SemiAuto-9,4WD,Gasoline,pickup,5,17,23,19,3,No
NISSAN GT-R,3.8,6.0,AMS-6,4WD,Gasoline,small car,3,16,22,18,3,No
NISSAN Kicks,1.6,4.0,CVT,2WD,Gasoline,midsize car,7,31,36,33,7,Yes
NISSAN Maxima,3.5,6.0,SCV-7,2WD,Gasoline,midsize car,3,20,30,24,5,No
NISSAN Murano,3.5,6.0,SCV-7,2WD,Gasoline,station wagon,5,20,28,23,5,No
NISSAN Murano,3.5,6.0,SCV-7,4WD,Gasoline,station wagon,5,20,28,23,5,No
NISSAN NV200,2.0,4.0,CVT,2WD,Gasoline,special purpose,3,24,26,25,5,No
NISSAN Pathfinder,3.5,6.0,CVT,2WD,Gasoline,small SUV,5,20,27,23,5,No
NISSAN Pathfinder,3.5,6.0,CVT,4WD,Gasoline,small SUV,5,20,27,22,4,No
NISSAN Pathfinder 4WD Platinum,3.5,6.0,CVT,4WD,Gasoline,small SUV,3,19,26,21,4,No
NISSAN Rogue,2.5,4.0,CVT,2WD,Gasoline,small SUV,7,26,33,29,6,No
NISSAN Rogue,2.5,4.0,CVT,4WD,Gasoline,small SUV,7,25,32,27,6,No
NISSAN Rogue Sport,2.0,4.0,SCV-8,2WD,Gasoline,station wagon,5,25,32,28,6,No
NISSAN Rogue Sport,2.0,4.0,SCV-8,4WD,Gasoline,station wagon,5,24,30,27,6,No
NISSAN Sentra,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,29,39,33,7,Yes
NISSAN Sentra SR,2.0,4.0,CVT,2WD,Gasoline,midsize car,7,28,37,32,7,Yes
NISSAN Titan,5.6,8.0,SemiAuto-9,2WD,Gasoline,pickup,5,16,22,18,3,No
NISSAN Titan,5.6,8.0,SemiAuto-9,4WD,Gasoline,pickup,5,15,21,18,3,No
NISSAN Titan Pro-4X,5.6,8.0,SemiAuto-9,4WD,Gasoline,pickup,5,15,21,17,3,No
NISSAN Versa,1.6,4.0,CVT,2WD,Gasoline,small car,7,32,40,35,8,Yes
NISSAN Versa,1.6,4.0,Man-5,2WD,Gasoline,small car,7,27,35,30,7,Yes
PORSCHE 718 Cayman GT4,4.0,6.0,Man-6,2WD,Gasoline,small car,3,16,23,19,3,No
PORSCHE 718 Spyder,4.0,6.0,Man-6,2WD,Gasoline,small car,3,16,23,19,3,No
PORSCHE 911 Carrera,3.0,6.0,AMS-8,2WD,Gasoline,small car,5,18,24,20,4,No
PORSCHE 911 Carrera 4,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,18,24,20,4,No
PORSCHE 911 Carrera 4 Cabriolet,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,18,24,20,4,No
PORSCHE 911 Carrera 4S,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,18,23,20,4,No
PORSCHE 911 Carrera 4S,3.0,6.0,Man-7,4WD,Gasoline,small car,5,17,24,20,4,No
PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,AMS-8,4WD,Gasoline,small car,5,18,23,20,4,No
PORSCHE 911 Carrera 4S Cabriolet,3.0,6.0,Man-7,4WD,Gasoline,small car,5,17,24,20,4,No
PORSCHE 911 Carrera Cabriolet,3.0,6.0,AMS-8,2WD,Gasoline,small car,5,17,24,20,4,No
PORSCHE 911 Carrera S,3.0,6.0,AMS-8,2WD,Gasoline,small car,5,18,24,20,4,No
PORSCHE 911 Carrera S,3.0,6.0,Man-7,2WD,Gasoline,small car,5,17,25,20,4,No
PORSCHE 911 Carrera S Cabriolet,3.0,6.0,AMS-8,2WD,Gasoline,small car,5,18,23,20,4,No
PORSCHE 911 Carrera S Cabriolet,3.0,6.0,Man-7,2WD,Gasoline,small car,5,17,25,20,4,No
PORSCHE Boxster,2.0,4.0,AMS-7,2WD,Gasoline,small car,1,21,27,24,5,No
PORSCHE Boxster,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,26,22,4,No
PORSCHE Boxster S,2.5,4.0,AMS-7,2WD,Gasoline,small car,1,19,25,22,4,No
PORSCHE Boxster S,2.5,4.0,Man-6,2WD,Gasoline,small car,1,19,24,21,4,No
PORSCHE Boxster T,2.0,4.0,AMS-7,2WD,Gasoline,small car,1,21,27,23,5,No
PORSCHE Boxster T,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,26,22,4,No
PORSCHE Cayenne,3.0,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,19,23,20,4,No
PORSCHE Cayenne S,2.9,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,18,22,19,3,No
PORSCHE Cayenne S,2.9,6.0,SemiAuto-8,4WD,Gasoline,standard SUV,5,18,22,20,4,No
PORSCHE Cayenne Turbo,4.0,8.0,SemiAuto-8,4WD,Gasoline,standard SUV,3,15,19,17,3,No
PORSCHE Cayman,2.0,4.0,AMS-7,2WD,Gasoline,small car,1,21,27,24,5,No
PORSCHE Cayman,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,26,22,4,No
PORSCHE Cayman S,2.5,4.0,AMS-7,2WD,Gasoline,small car,1,19,25,22,4,No
PORSCHE Cayman S,2.5,4.0,Man-6,2WD,Gasoline,small car,1,19,24,21,4,No
PORSCHE Macan,2.0,4.0,AMS-7,4WD,Gasoline,small SUV,5,19,23,21,4,No
PORSCHE Macan GTS,2.9,6.0,AMS-7,4WD,Gasoline,small SUV,5,17,22,19,3,No
PORSCHE Macan S,3.0,6.0,AMS-7,4WD,Gasoline,small SUV,5,18,23,20,4,No
PORSCHE Macan Turbo,2.9,6.0,AMS-7,4WD,Gasoline,small SUV,5,17,22,19,3,No
PORSCHE Panamera,3.0,6.0,AMS-8,2WD,Gasoline,large car,5,19,27,22,4,No
PORSCHE Panamera 4,3.0,6.0,AMS-8,4WD,Gasoline,large car,5,19,26,22,4,No
PORSCHE Panamera 4 Executive,3.0,6.0,AMS-8,4WD,Gasoline,large car,5,19,26,22,4,No
PORSCHE Panamera 4 ST,3.0,6.0,AMS-8,4WD,Gasoline,large car,5,19,26,22,4,No
PORSCHE Panamera 4S,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,18,26,21,4,No
PORSCHE Panamera 4S Executive,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,18,26,21,4,No
PORSCHE Panamera 4S ST,2.9,6.0,AMS-8,4WD,Gasoline,large car,5,18,24,20,4,No
PORSCHE Panamera GTS,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,16,23,19,3,No
PORSCHE Panamera GTS ST,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,15,22,18,3,No
PORSCHE Panamera Turbo,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,No
PORSCHE Panamera Turbo Exec,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,18,25,21,4,No
PORSCHE Panamera Turbo ST,4.0,8.0,AMS-8,4WD,Gasoline,large car,3,18,23,20,4,No
PORSHCE Cayman T,2.0,4.0,AMS-7,2WD,Gasoline,small car,1,21,27,23,5,No
PORSHCE Cayman T,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,26,22,4,No
RAM 1500,3.0,6.0,Auto-8,2WD,Diesel,pickup,1,22,32,26,5,No
RAM 1500,3.0,6.0,Auto-8,4WD,Diesel,pickup,1,21,29,24,4,No
RAM 1500,3.6,6.0,Auto-8,2WD,Gasoline,pickup,5,20,25,22,4,No
RAM 1500,3.6,6.0,Auto-8,4WD,Gasoline,pickup,5,19,24,21,4,No
RAM 1500,5.7,8.0,Auto-8,2WD,Gasoline,pickup,3,17,23,19,3,No
RAM 1500,5.7,8.0,Auto-8,2WD,Gasoline,pickup,5,15,22,17,3,No
RAM 1500,5.7,8.0,Auto-8,2WD,Gasoline,pickup,3,15,22,17,3,No
RAM 1500,5.7,8.0,Auto-8,4WD,Gasoline,pickup,3,17,22,19,3,No
RAM 1500,5.7,8.0,Auto-8,4WD,Gasoline,pickup,5,15,21,17,3,No
RAM 1500,5.7,8.0,Auto-8,4WD,Gasoline,pickup,3,15,21,17,3,No
RAM 1500 Classic,3.6,6.0,Auto-8,2WD,Gasoline,pickup,3,17,25,20,4,No
RAM 1500 Classic,3.6,6.0,Auto-8,4WD,Gasoline,pickup,3,16,23,19,3,No
RAM 1500 Classic,5.7,8.0,Auto-8,2WD,Gasoline,pickup,3,15,22,17,3,No
RAM 1500 Classic,5.7,8.0,Auto-8,4WD,Gasoline,pickup,3,15,21,17,3,No
RAM 1500 HFE,3.6,6.0,Auto-8,2WD,Gasoline,pickup,5,20,26,23,5,No
RAM Promaster City,2.4,4.0,Auto-9,2WD,Gasoline,special purpose,6,21,28,24,5,No
ROLLS-ROYCE Cullinan,6.7,12.0,SemiAuto-8,4WD,Gasoline,station wagon,3,12,20,14,1,No
ROLLS-ROYCE Cullinan Black Badge,6.7,12.0,SemiAuto-8,4WD,Gasoline,station wagon,3,12,20,14,1,No
ROLLS-ROYCE Dawn,6.6,12.0,SemiAuto-8,2WD,Gasoline,small car,3,12,18,14,1,No
ROLLS-ROYCE Ghost,6.6,12.0,SemiAuto-8,2WD,Gasoline,large car,3,12,18,14,1,No
ROLLS-ROYCE Ghost EWB,6.6,12.0,SemiAuto-8,2WD,Gasoline,large car,3,12,18,14,1,No
ROLLS-ROYCE Phantom,6.7,12.0,SemiAuto-8,2WD,Gasoline,large car,3,12,20,14,1,No
ROLLS-ROYCE Phantom EWB,6.7,12.0,SemiAuto-8,2WD,Gasoline,large car,3,12,20,14,1,No
ROLLS-ROYCE Wraith,6.6,12.0,SemiAuto-8,2WD,Gasoline,midsize car,3,12,18,14,1,No
ROUSH F150,5.0,8.0,SemiAuto-10,2WD,Gasoline,pickup,3,11,15,13,1,No
ROUSH F150,5.0,8.0,SemiAuto-10,4WD,Gasoline,pickup,3,11,15,13,1,No
ROUSH Stage 3 Mustang,5.0,8.0,Man-6,2WD,Gasoline,small car,3,13,20,15,2,No
ROUSH Stage 3 Mustang,5.0,8.0,SemiAuto-10,2WD,Gasoline,small car,3,12,18,14,1,No
SUBARU Ascent,2.4,4.0,SCV-8,4WD,Gasoline,standard SUV,3,21,27,23,5,No
SUBARU Ascent Limited/Touring,2.4,4.0,SCV-8,4WD,Gasoline,standard SUV,3,20,26,22,4,No
SUBARU BRZ,2.0,4.0,Man-6,2WD,Gasoline,small car,1,21,29,24,5,No
SUBARU BRZ,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,1,24,33,27,6,No
SUBARU BRZ tS,2.0,4.0,Man-6,2WD,Gasoline,small car,1,20,27,23,5,No
SUBARU Crosstrek,2.0,4.0,Man-6,4WD,Gasoline,small SUV,7,22,29,25,5,No
SUBARU Crosstrek,2.0,4.0,Man-6,4WD,Gasoline,small SUV,6,22,29,25,5,No
SUBARU Crosstrek,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,7,27,33,30,7,Yes
SUBARU Crosstrek,2.0,4.0,SCV-8,4WD,Gasoline,small SUV,6,27,33,30,7,Yes
SUBARU Forester,2.5,4.0,SCV-7,4WD,Gasoline,small SUV,7,26,33,29,6,No
SUBARU Forester,2.5,4.0,SCV-7,4WD,Gasoline,small SUV,6,26,33,29,6,No
SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,23,31,26,5,No
SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,24,31,26,5,No
SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,midsize car,6,23,31,26,5,No
SUBARU Impreza,2.0,4.0,Man-5,4WD,Gasoline,station wagon,6,24,31,26,5,No
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,28,36,31,7,Yes
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,28,36,31,7,Yes
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,6,28,36,31,7,Yes
SUBARU Impreza,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,6,28,36,31,7,Yes
SUBARU Impreza 4-Door Sport,2.0,4.0,Man-5,4WD,Gasoline,midsize car,7,23,31,26,5,No
SUBARU Impreza 4-Door Sport,2.0,4.0,Man-5,4WD,Gasoline,midsize car,6,23,31,26,5,No
SUBARU Impreza 4-Door Sport,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,7,27,36,30,7,Yes
SUBARU Impreza 4-Door Sport,2.0,4.0,SCV-7,4WD,Gasoline,midsize car,6,27,36,30,7,Yes
SUBARU Impreza 5-Door Sport,2.0,4.0,Man-5,4WD,Gasoline,station wagon,7,22,30,25,5,No
SUBARU Impreza 5-Door Sport,2.0,4.0,Man-5,4WD,Gasoline,station wagon,6,22,30,25,5,No
SUBARU Impreza 5-Door Sport,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,7,27,35,30,7,Yes
SUBARU Impreza 5-Door Sport,2.0,4.0,SCV-7,4WD,Gasoline,station wagon,6,27,35,30,7,Yes
SUBARU Legacy,2.4,4.0,SCV-8,4WD,Gasoline,large car,3,24,32,27,6,No
SUBARU Legacy,2.5,4.0,SCV-8,4WD,Gasoline,large car,7,27,35,30,7,Yes
SUBARU Legacy,2.5,4.0,SCV-8,4WD,Gasoline,large car,6,27,35,30,7,Yes
SUBARU Outback AWD,2.4,4.0,SCV-8,4WD,Gasoline,small SUV,3,23,30,26,5,No
SUBARU Outback AWD,2.5,4.0,SCV-8,4WD,Gasoline,small SUV,7,26,33,29,6,No
SUBARU Outback AWD,2.5,4.0,SCV-8,4WD,Gasoline,small SUV,6,26,33,29,6,No
SUBARU WRX,2.0,4.0,Man-6,4WD,Gasoline,small car,1,21,27,23,5,No
SUBARU WRX,2.0,4.0,SCV-8,4WD,Gasoline,small car,1,18,24,21,4,No
SUBARU WRX,2.5,4.0,Man-6,4WD,Gasoline,small car,1,16,22,19,3,No
TOYOTA 4Runner,4.0,6.0,SemiAuto-5,2WD,Gasoline,standard SUV,5,16,19,17,3,No
TOYOTA 4Runner,4.0,6.0,SemiAuto-5,4WD,Gasoline,standard SUV,5,16,19,17,3,No
TOYOTA 86,2.0,4.0,Man-6,2WD,Gasoline,small car,1,21,28,24,5,No
TOYOTA 86,2.0,4.0,SemiAuto-6,2WD,Gasoline,small car,1,24,32,27,6,No
TOYOTA Avalon,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,31,25,5,No
TOYOTA Avalon Hybrid,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,43,43,43,9,Yes
TOYOTA Avalon Hybrid XLE,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,43,44,44,9,Yes
TOYOTA Avalon XLE,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,32,26,5,No
TOYOTA C-HR,2.0,4.0,SCV-7,2WD,Gasoline,small car,3,27,31,29,6,No
TOYOTA Camry,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,29,41,34,8,Yes
TOYOTA Camry,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,33,26,5,No
TOYOTA Camry Hybrid LE,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,51,53,52,10,Elite
TOYOTA Camry Hybrid XLE/SE,2.5,4.0,SCV-6,2WD,Gasoline,midsize car,7,44,47,46,10,Elite
TOYOTA Camry LE/SE,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,28,39,32,7,Yes
TOYOTA Camry LE/SE,2.5,4.0,SemiAuto-8,4WD,Gasoline,midsize car,6,25,34,29,6,No
TOYOTA Camry TRD,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,31,25,5,No
TOYOTA Camry XLE/XSE,2.5,4.0,SemiAuto-8,2WD,Gasoline,midsize car,7,27,38,31,7,Yes
TOYOTA Camry XLE/XSE,2.5,4.0,SemiAuto-8,4WD,Gasoline,midsize car,6,25,34,28,6,No
TOYOTA Camry XSE,3.5,6.0,SemiAuto-8,2WD,Gasoline,midsize car,5,22,32,26,5,No
TOYOTA Corolla,1.8,4.0,CVT,2WD,Gasoline,small car,5,30,38,33,7,Yes
TOYOTA Corolla,1.8,4.0,Man-6,2WD,Gasoline,small car,5,29,39,33,7,Yes
TOYOTA Corolla,2.0,4.0,Man-6,2WD,Gasoline,small car,6,29,36,32,7,Yes
TOYOTA Corolla,2.0,4.0,SCV-10,2WD,Gasoline,small car,6,31,40,34,8,Yes
TOYOTA Corolla Hatchback,2.0,4.0,Man-6,2WD,Gasoline,small car,6,28,37,31,7,Yes
TOYOTA Corolla Hatchback,2.0,4.0,SCV-10,2WD,Gasoline,small car,6,32,41,35,8,Yes
